participant,type_label,trial_id,width_mm,dur_s,dist_m,dphi_rad,lead_post,inv_speed,kappa_density
p03,sharp,31,10.0,0.170138,0.006,0.152085,-0.01,28.356314,25.347422
p03,sharp,32,12.5,2.096874,0.114,0.690321,-0.002,18.393632,6.055445
p03,sharp,32,12.5,0.77075,0.035,0.956662,0.011,22.02143,27.333213
p03,sharp,32,12.5,2.417249,0.127,0.953113,0.012,19.033455,7.504825
p03,sharp,32,12.5,0.565501,0.025,0.175124,0.013,22.620039,7.004971
p03,sharp,32,12.5,0.29524,0.009,0.135653,0.006,32.804463,15.072603
p03,sharp,32,12.5,0.305258,0.008,0.226545,0.043,38.157254,28.318161
p03,sharp,32,12.5,1.371375,0.025,0.802203,0.02,54.854994,32.0881
p03,sharp,32,12.5,2.772512,0.139,1.392815,0.023,19.946129,10.020249
p03,sharp,32,12.5,0.29025,0.015,0.416186,0.035,19.350004,27.745728
p03,sharp,32,12.5,1.871758,0.055,0.973905,0.029,34.031963,17.707362
p03,sharp,32,12.5,1.466387,0.071,0.21314,0.05,20.653335,3.001971
p03,sharp,32,12.5,2.051864,0.111,1.18939,-0.002,18.485263,10.71523
p03,sharp,33,16.5,0.340375,0.036,0.254615,-0.013,9.454866,7.072639
p03,sharp,33,16.5,0.34025,0.047,0.081502,-0.016,7.239367,1.734079
p03,sharp,33,16.5,0.4955,0.038,0.49956,-0.009,13.03947,13.146324
p03,sharp,33,16.5,0.880875,0.079,1.221035,0.001,11.150315,15.456139
p03,sharp,33,16.5,0.415362,0.049,0.14583,-0.014,8.476773,2.976122
p03,sharp,33,16.5,0.455375,0.042,1.04597,-0.008,10.842255,24.904041
p03,sharp,33,16.5,0.400375,0.026,0.817496,-0.021,15.399043,31.44215
p03,sharp,33,16.5,0.5405,0.048,0.336214,-0.004,11.260415,7.004461
p03,sharp,33,16.5,0.31025,0.032,0.043181,-0.007,9.695314,1.349397
p03,sharp,33,16.5,0.450375,0.038,0.432166,0.025,11.851963,11.37278
p03,sharp,33,16.5,1.601499,0.123,1.39599,0.026,13.020316,11.349512
p03,sharp,33,16.5,0.960874,0.058,1.44616,0.034,16.56679,24.933786
p03,sharp,33,16.5,0.5305,0.051,0.114402,-0.007,10.40196,2.243182
p03,sharp,33,16.5,0.5205,0.031,0.506288,-0.013,16.790321,16.331886
p03,sharp,33,16.5,2.662373,0.135,1.405271,0.013,19.721284,10.409413
p03,sharp,33,16.5,0.440374,0.024,0.548295,-0.003,18.348922,22.845627
p03,sharp,33,16.5,0.5105,0.022,0.690677,0.005,23.204554,31.394393
p03,sharp,34,25.0,0.130126,0.004,0.022981,0.005,32.5315,5.745306
p03,sharp,34,25.0,1.301131,0.047,0.998368,0.002,27.683628,21.241874
p03,sharp,34,25.0,1.050996,0.049,0.739279,-0.002,21.448899,15.087335
p03,sharp,34,25.0,0.540502,0.03,0.040365,-0.011,18.016728,1.345488
p03,sharp,34,25.0,0.520502,0.029,0.087316,-0.01,17.948348,3.01089
p03,sharp,34,25.0,1.61151,0.09,0.831724,-0.001,17.905664,9.241379
p03,sharp,34,25.0,0.330376,0.027,0.13024,-0.007,12.236145,4.823702
p03,sharp,34,25.0,0.490493,0.027,0.497279,0.015,18.16641,18.417738
p03,sharp,34,25.0,0.500377,0.036,0.412221,-0.001,13.899366,11.450594
p03,sharp,34,25.0,0.38038,0.021,0.698386,-0.016,18.113341,33.256462
p03,sharp,34,25.0,1.621495,0.119,0.872198,0.006,13.62601,7.329398
p03,sharp,34,25.0,0.28025,0.016,0.304147,-0.011,17.51563,19.009169
p03,sharp,34,25.0,1.471379,0.088,1.314361,0.026,16.720214,14.935919
p03,sharp,34,25.0,1.46138,0.087,1.173322,-0.014,16.797471,13.486463
p03,sharp,35,50.0,0.555632,0.124,1.833694,0.132,4.480904,14.787856
p03,sharp,35,50.0,0.190125,0.048,0.080218,0.022,3.960942,1.6712
p03,sharp,35,50.0,0.595625,0.129,1.814003,0.113,4.617247,14.062039
p03,sharp,35,50.0,0.725625,0.148,1.870284,0.116,4.90287,12.637054
p03,sharp,35,50.0,0.25025,0.046,0.316716,-0.033,5.44022,6.885121
p03,sharp,35,50.0,0.190251,0.045,0.131706,-0.018,4.227802,2.926803
p03,sharp,35,50.0,0.05001,0.012,0.138543,0.126,4.167497,11.545248
p03,sharp,35,50.0,0.26025,0.047,1.286089,-0.031,5.537241,27.363599
p03,sharp,35,50.0,0.070001,0.015,0.091003,-0.01,4.666742,6.066882
p03,sharp,35,50.0,0.37037,0.057,0.115411,0.01,6.497722,2.024752
p03,sharp,35,50.0,0.280261,0.067,1.505693,0.013,4.183001,22.473026
p03,sharp,35,50.0,0.245242,0.062,0.227414,-0.008,3.955518,3.667966
p03,sharp,35,50.0,0.050014,0.003,0.00806,0.015,16.67134,2.686502
p03,sharp,35,50.0,0.430373,0.094,1.533423,-0.007,4.578438,16.313013
p03,sharp,35,50.0,0.165125,0.037,0.115243,-0.014,4.462841,3.114683
p03,sharp,35,50.0,0.22025,0.028,0.529651,-0.007,7.866076,18.916119
p03,sharp,35,50.0,0.31025,0.088,0.948572,0.032,3.525569,10.779229
p03,sharp,35,50.0,0.265248,0.06,0.727079,-0.027,4.420805,12.117988
p04,corner,6,10.0,0.155125,0.022,0.0,0.071,7.051143,0.0
p04,corner,6,10.0,2.046874,0.134,3.141593,0.039,15.275179,23.444721
p04,corner,6,10.0,0.31525,0.04,0.0,0.012,7.881254,0.0
p04,corner,6,10.0,0.190134,0.032,0.0,0.01,5.941689,0.0
p04,corner,6,10.0,0.190251,0.031,0.0,0.031,6.137133,0.0
p04,corner,6,10.0,0.730624,0.036,1.570796,0.033,20.29511,43.633231
p04,corner,6,10.0,0.360375,0.043,0.0,0.025,8.380812,0.0
p04,corner,6,10.0,0.795749,0.037,0.0,0.058,21.506722,0.0
p04,corner,6,10.0,0.350388,0.063,1.570796,0.062,5.561719,24.933275
p04,corner,6,10.0,0.320375,0.057,0.0,0.056,5.620613,0.0
p04,corner,6,10.0,0.070002,0.044,0.0,0.131,1.590951,0.0
p04,corner,6,10.0,0.345375,0.055,0.0,0.085,6.279547,0.0
p04,corner,6,10.0,0.590501,0.03,1.570796,-0.019,19.683369,52.359878
p04,corner,6,10.0,0.290251,0.035,0.0,0.004,8.292879,0.0
p04,corner,6,10.0,1.246124,0.057,1.570796,0.003,21.861825,27.55783
p04,corner,6,10.0,0.5355,0.07,0.0,0.007,7.650001,0.0
p04,corner,6,10.0,0.24525,0.027,0.0,0.007,9.083333,0.0
p04,corner,6,10.0,0.835874,0.048,1.570796,0.047,17.414043,32.724923
p04,corner,6,10.0,0.370375,0.045,0.0,0.066,8.230559,0.0
p04,corner,6,10.0,1.206124,0.05,1.570796,0.057,24.122477,31.415927
p04,corner,6,10.0,0.33525,0.055,0.0,0.062,6.095453,0.0
p04,corner,6,10.0,0.185255,0.028,0.0,0.013,6.616243,0.0
p04,corner,6,10.0,0.450375,0.106,0.0,0.099,4.248822,0.0
p04,corner,6,10.0,0.625625,0.036,1.570796,-0.02,17.378476,43.633231
p04,corner,6,10.0,0.735749,0.07,0.0,0.014,10.510703,0.0
p04,corner,6,10.0,0.900742,0.041,1.570796,0.003,21.969313,38.312106
p04,corner,6,10.0,0.180249,0.029,0.0,-0.003,6.21549,0.0
p04,corner,6,10.0,0.155127,0.02,0.0,-0.008,7.756352,0.0
p04,corner,6,10.0,0.31025,0.041,0.0,0.016,7.567068,0.0
p04,corner,6,10.0,0.390245,0.03,0.0,0.019,13.008173,0.0
p04,corner,6,10.0,1.145999,0.066,1.570796,0.016,17.363624,23.799944
p04,corner,6,10.0,0.635625,0.032,0.0,0.032,19.863278,0.0
p04,corner,6,10.0,0.30025,0.02,1.570796,0.018,15.012503,78.539816
p04,corner,6,10.0,0.375246,0.044,0.0,0.061,8.528319,0.0
p04,corner,6,10.0,0.280261,0.035,0.0,0.008,8.007465,0.0
p04,corner,7,12.5,1.471374,0.085,1.570796,0.052,17.31028,18.479957
p04,corner,7,12.5,1.206124,0.064,1.570796,0.014,18.845689,24.543693
p04,corner,7,12.5,0.32025,0.046,0.0,0.009,6.961957,0.0
p04,corner,7,12.5,0.450374,0.052,0.0,0.027,8.661041,0.0
p04,corner,7,12.5,0.735625,0.046,1.570796,0.038,15.991843,34.147746
p04,corner,7,12.5,0.105125,0.018,0.0,0.066,5.840288,0.0
p04,corner,7,12.5,0.180127,0.015,0.0,0.069,12.00846,0.0
p04,corner,7,12.5,0.11,0.013,0.0,0.051,8.46153,0.0
p04,corner,7,12.5,0.555638,0.037,1.570796,0.034,15.017245,42.453955
p04,corner,7,12.5,0.5405,0.097,0.0,0.054,5.572162,0.0
p04,corner,7,12.5,1.015999,0.098,1.570796,0.088,10.367335,16.028534
p04,corner,7,12.5,1.076004,0.095,1.570796,0.015,11.326358,16.534698
p04,corner,7,12.5,0.190125,0.023,0.0,0.023,8.266293,0.0
p04,corner,7,12.5,0.120125,0.018,0.0,-0.017,6.673614,0.0
p04,corner,7,12.5,0.27525,0.05,0.0,0.028,5.504999,0.0
p04,corner,7,12.5,0.515491,0.026,1.570796,0.003,19.826586,60.415243
p04,corner,7,12.5,0.395368,0.051,0.0,0.015,7.75232,0.0
p04,corner,7,12.5,0.610489,0.028,0.0,0.027,21.803175,0.0
p04,corner,7,12.5,0.320374,0.025,1.570796,0.012,12.81496,62.831853
p04,corner,7,12.5,0.405375,0.067,0.0,0.03,6.050377,0.0
p04,corner,7,12.5,0.390375,0.047,0.0,0.032,8.305854,0.0
p04,corner,7,12.5,0.200125,0.057,0.0,0.174,3.510969,0.0
p04,corner,7,12.5,0.23525,0.054,0.0,0.102,4.356481,0.0
p04,corner,7,12.5,0.930874,0.064,1.570796,0.047,14.544912,24.543693
p04,corner,7,12.5,0.825753,0.076,1.570796,0.013,10.865177,20.668373
p04,corner,7,12.5,0.24525,0.056,0.0,-0.002,4.379464,0.0
p04,corner,7,12.5,0.180125,0.042,0.0,-0.004,4.288696,0.0
p04,corner,7,12.5,0.28525,0.017,0.0,0.006,16.779395,0.0
p04,corner,7,12.5,0.055,0.003,0.0,0.012,18.333435,0.0
p04,corner,7,12.5,0.4455,0.062,0.0,0.024,7.185486,0.0
p04,corner,7,12.5,0.620506,0.042,1.570796,0.027,14.773954,37.399913
p04,corner,7,12.5,0.30025,0.06,0.0,0.032,5.004164,0.0
p04,corner,7,12.5,0.360375,0.057,0.0,0.026,6.322363,0.0
p04,corner,8,16.5,0.915739,0.071,1.570796,0.049,12.897733,22.123892
p04,corner,8,16.5,0.850749,0.102,1.570796,0.012,8.340679,15.399964
p04,corner,8,16.5,0.27525,0.072,0.0,0.035,3.822916,0.0
p04,corner,8,16.5,0.26525,0.02,0.0,0.013,13.262486,0.0
p04,corner,8,16.5,0.185123,0.017,1.570796,0.015,10.889572,92.399784
p04,corner,8,16.5,0.140131,0.03,0.0,0.075,4.671041,0.0
p04,corner,8,16.5,0.120125,0.02,0.0,0.057,6.006241,0.0
p04,corner,8,16.5,0.080125,0.012,0.0,0.036,6.677071,0.0
p04,corner,8,16.5,0.090125,0.008,0.0,0.023,11.265576,0.0
p04,corner,8,16.5,0.215125,0.01,1.570796,0.011,21.512508,157.079633
p04,corner,8,16.5,0.385375,0.091,0.0,0.113,4.234888,0.0
p04,corner,8,16.5,0.870738,0.154,1.570796,0.175,5.65414,10.199976
p04,corner,8,16.5,0.480497,0.062,0.0,0.055,7.749954,0.0
p04,corner,8,16.5,0.670624,0.051,1.570796,0.002,13.149491,30.799928
p04,corner,8,16.5,0.26525,0.074,0.0,0.022,3.584462,0.0
p04,corner,8,16.5,0.4605,0.041,0.0,0.025,11.231707,0.0
p04,corner,8,16.5,0.065,0.008,1.570796,0.014,8.125007,196.349541
p04,corner,8,16.5,0.425382,0.081,1.570796,0.068,5.251634,19.392547
p04,corner,8,16.5,0.21525,0.012,0.0,0.01,17.937501,0.0
p04,corner,8,16.5,0.24025,0.069,0.0,0.063,3.481886,0.0
p04,corner,8,16.5,0.065125,0.019,0.0,0.08,3.427631,0.0
p04,corner,8,16.5,0.36025,0.047,1.570796,0.058,7.664899,33.421198
p04,corner,8,16.5,0.145125,0.005,0.0,0.02,29.02503,0.0
p04,corner,8,16.5,0.14012,0.028,0.0,0.009,5.004278,0.0
p04,corner,8,16.5,0.870875,0.097,1.570796,0.011,8.978092,16.193777
p04,corner,8,16.5,0.32525,0.072,0.0,0.045,4.517363,0.0
p04,corner,8,16.5,0.570625,0.057,1.570796,-0.019,10.010966,27.55783
p04,corner,8,16.5,0.71062,0.074,1.570796,0.042,9.602972,21.226977
p04,corner,8,16.5,0.375379,0.099,0.0,0.086,3.79171,0.0
p04,corner,9,25.0,0.190125,0.03,0.0,0.077,6.337492,0.0
p04,corner,9,25.0,0.065115,0.009,0.0,0.048,7.234997,0.0
p04,corner,9,25.0,0.460375,0.052,1.570796,0.037,8.853367,30.207622
p04,corner,9,25.0,0.080124,0.023,0.0,0.104,3.483658,0.0
p04,corner,9,25.0,0.17525,0.017,0.0,0.062,10.308841,0.0
p04,corner,9,25.0,0.105002,0.014,1.570796,0.042,7.500121,112.199738
p04,corner,9,25.0,0.190121,0.026,0.0,0.026,7.312335,0.0
p04,corner,9,25.0,0.24525,0.071,0.0,0.032,3.454225,0.0
p04,corner,9,25.0,0.175249,0.018,0.0,-0.001,9.736061,0.0
p04,corner,9,25.0,0.100124,0.024,1.570796,0.024,4.171828,65.449847
p04,corner,9,25.0,0.145125,0.012,0.0,0.001,12.093763,0.0
p04,corner,9,25.0,0.28025,0.049,0.0,0.083,5.719394,0.0
p04,corner,9,25.0,0.245263,0.071,1.570796,0.029,3.454406,22.123892
p04,corner,9,25.0,0.054999,0.018,0.0,0.091,3.05548,0.0
p04,corner,9,25.0,0.4605,0.07,1.570796,0.056,6.578578,22.439948
p04,corner,9,25.0,0.495375,0.082,1.570796,0.009,6.04116,19.156053
p04,corner,9,25.0,0.200125,0.085,0.0,0.039,2.354414,0.0
p04,corner,9,25.0,0.085125,0.023,0.0,0.046,3.701096,0.0
p04,corner,9,25.0,0.105125,0.013,1.570796,0.02,8.086535,120.830487
p04,corner,9,25.0,0.450375,0.09,1.570796,0.095,5.004168,17.453293
p04,corner,9,25.0,0.670625,0.125,1.570796,0.066,5.365002,12.566371
p04,corner,9,25.0,0.620629,0.108,1.570796,0.023,5.746568,14.54441
p04,corner,9,25.0,0.27525,0.062,0.0,0.031,4.439515,0.0
p04,corner,9,25.0,0.20525,0.037,1.570796,0.028,5.547298,42.453955
p04,corner,9,25.0,0.420375,0.082,1.570796,0.079,5.126526,19.156053
p04,corner,10,50.0,0.5655,0.168,3.141593,0.146,3.36607,18.699956
p04,corner,10,50.0,0.330375,0.136,1.570796,0.112,2.429229,11.549973
p04,corner,10,50.0,0.24025,0.066,1.570796,0.059,3.64015,23.799944
p04,corner,10,50.0,0.360384,0.161,1.570796,0.18,2.238408,9.756499
p04,corner,10,50.0,0.33025,0.091,1.570796,0.039,3.629121,17.261498
p04,corner,10,50.0,0.060129,0.023,0.0,0.008,2.614291,0.0
p04,corner,10,50.0,0.270249,0.133,1.570796,0.117,2.031947,11.810499
p04,corner,10,50.0,0.325375,0.079,1.570796,0.042,4.118672,19.883498
p04,corner,10,50.0,0.29525,0.083,0.0,0.067,3.557228,0.0
p04,corner,10,50.0,0.320251,0.105,1.570796,0.092,3.050005,14.959965
p04,corner,10,50.0,0.410375,0.16,1.570796,0.123,2.564843,9.817477
p04,corner,10,50.0,0.195125,0.068,1.570796,0.06,2.869483,23.099946
p04,straight,11,10.0,0.81575,0.117,0.0,0.008,6.972221,0.0
p04,straight,11,10.0,0.305249,0.078,0.0,0.017,3.913448,0.0
p04,straight,11,10.0,0.340375,0.084,0.0,0.029,4.052083,0.0
p04,straight,11,10.0,0.200125,0.049,0.0,-0.015,4.084183,0.0
p04,straight,11,10.0,0.28025,0.058,0.0,0.035,4.831894,0.0
p04,straight,11,10.0,0.5905,0.124,0.0,0.016,4.762096,0.0
p04,straight,11,10.0,0.125127,0.033,0.0,0.014,3.79173,0.0
p04,straight,11,10.0,0.185251,0.042,0.0,-0.026,4.410738,0.0
p04,straight,11,10.0,0.26525,0.086,0.0,-0.011,3.084302,0.0
p04,straight,11,10.0,0.26025,0.07,0.0,0.009,3.717858,0.0
p04,straight,11,10.0,0.350387,0.09,0.0,0.006,3.89319,0.0
p04,straight,11,10.0,0.16525,0.055,0.0,-0.036,3.004547,0.0
p04,straight,11,10.0,0.365375,0.094,0.0,0.006,3.886966,0.0
p04,straight,11,10.0,0.275245,0.067,0.0,0.029,4.108137,0.0
p04,straight,12,12.5,0.450374,0.133,0.0,0.044,3.38627,0.0
p04,straight,12,12.5,0.175119,0.08,0.0,-0.015,2.188987,0.0
p04,straight,12,12.5,0.130125,0.05,0.0,0.0,2.602496,0.0
p04,straight,12,12.5,0.20012,0.078,0.0,0.029,2.565641,0.0
p04,straight,12,12.5,0.23525,0.094,0.0,0.016,2.502657,0.0
p04,straight,12,12.5,0.255252,0.085,0.0,0.034,3.002963,0.0
p04,straight,12,12.5,0.31525,0.118,0.0,0.062,2.671607,0.0
p04,straight,12,12.5,0.25525,0.067,0.0,0.007,3.809705,0.0
p04,straight,12,12.5,0.26525,0.073,0.0,0.033,3.633564,0.0
p04,straight,12,12.5,0.130125,0.029,0.0,-0.029,4.487071,0.0
p04,straight,12,12.5,0.360365,0.08,0.0,0.027,4.504564,0.0
p04,straight,12,12.5,0.215251,0.059,0.0,0.019,3.648322,0.0
p04,straight,13,16.5,0.060125,0.007,0.0,-0.006,8.589268,0.0
p04,straight,13,16.5,0.06,0.009,0.0,-0.011,6.666687,0.0
p04,straight,13,16.5,0.33037,0.086,0.0,0.056,3.841508,0.0
p04,straight,13,16.5,0.34026,0.085,0.0,0.038,4.003059,0.0
p04,straight,13,16.5,0.26025,0.068,0.0,0.012,3.827207,0.0
p04,straight,13,16.5,0.27025,0.053,0.0,0.047,5.099058,0.0
p04,straight,13,16.5,0.310374,0.129,0.0,0.071,2.405998,0.0
p04,straight,13,16.5,0.300375,0.102,0.0,-0.001,2.944853,0.0
p04,straight,13,16.5,0.150124,0.048,0.0,0.017,3.12758,0.0
p04,straight,13,16.5,0.080124,0.016,0.0,-0.04,5.007759,0.0
p04,straight,13,16.5,0.370374,0.089,0.0,0.013,4.161508,0.0
p04,straight,13,16.5,0.270259,0.059,0.0,0.009,4.580663,0.0
p04,gentle,26,10.0,0.690625,0.055,0.520152,0.034,12.556813,9.457303
p04,gentle,26,10.0,0.400384,0.042,0.171534,0.03,9.532951,4.08414
p04,gentle,26,10.0,0.105133,0.01,0.023337,0.026,10.513282,2.333702
p04,gentle,26,10.0,0.070125,0.004,0.024041,-0.068,17.531276,6.010194
p04,gentle,26,10.0,0.080125,0.003,0.021108,-0.075,26.708206,7.036141
p04,gentle,26,10.0,0.085,0.004,0.031244,-0.088,21.250069,7.810991
p04,gentle,26,10.0,0.340375,0.05,0.500839,-0.045,6.807499,10.01678
p04,gentle,26,10.0,0.4705,0.036,0.114032,0.017,13.069438,3.167546
p04,gentle,26,10.0,0.665626,0.07,0.562295,0.019,9.50894,8.032789
p04,gentle,26,10.0,0.880739,0.072,0.298618,-0.003,12.232489,4.147466
p04,gentle,26,10.0,0.475378,0.055,0.520152,0.051,8.643237,9.457303
p04,gentle,26,10.0,0.4605,0.036,0.161066,0.034,12.791667,4.474053
p04,gentle,26,10.0,0.090134,0.012,0.022726,0.055,7.511159,1.893794
p04,gentle,26,10.0,0.110125,0.01,0.048591,0.055,11.012483,4.859098
p04,gentle,26,10.0,0.115128,0.007,0.049257,-0.071,16.446863,7.036666
p04,gentle,26,10.0,0.185128,0.018,0.190672,-0.02,10.284901,10.592889
p04,gentle,26,10.0,0.17025,0.012,0.128361,0.013,14.187515,10.696773
p04,gentle,26,10.0,0.480375,0.058,0.243952,0.027,8.282328,4.206071
p04,gentle,26,10.0,1.261249,0.042,0.328566,0.012,30.029734,7.822993
p04,gentle,26,10.0,0.370382,0.034,0.319517,0.023,10.89359,9.397552
p04,gentle,26,10.0,0.315254,0.031,0.075121,0.015,10.169483,2.423257
p04,gentle,26,10.0,0.360375,0.028,0.133733,0.023,12.870533,4.776162
p04,gentle,26,10.0,0.20525,0.023,0.231508,0.021,8.923914,10.065577
p04,gentle,26,10.0,0.935875,0.055,0.341878,0.037,17.015908,6.215963
p04,gentle,26,10.0,0.470495,0.036,0.345794,0.025,13.069305,9.605381
p04,gentle,26,10.0,0.450375,0.043,0.316134,0.03,10.473839,7.351945
p04,gentle,26,10.0,0.525375,0.027,0.044621,0.054,19.458338,1.652616
p04,gentle,26,10.0,0.210254,0.021,0.173838,-0.046,10.012104,8.278024
p04,gentle,26,10.0,0.460375,0.043,0.414986,0.029,10.706391,9.65083
p04,gentle,26,10.0,0.445361,0.048,0.130822,0.025,9.278352,2.725454
p04,gentle,26,10.0,0.940867,0.078,0.67606,0.007,12.062397,8.667432
p04,gentle,26,10.0,0.515508,0.031,0.054341,0.026,16.629296,1.752923
p04,gentle,26,10.0,0.920875,0.088,0.72069,0.027,10.464487,8.189656
p04,gentle,27,12.5,0.495374,0.081,0.541384,0.024,6.115731,6.683754
p04,gentle,27,12.5,0.335375,0.051,0.197923,0.03,6.575982,3.880842
p04,gentle,27,12.5,0.28025,0.03,0.188256,0.019,9.341661,6.275207
p04,gentle,27,12.5,0.280259,0.039,0.402275,0.023,7.186132,10.314737
p04,gentle,27,12.5,0.365249,0.051,0.149123,0.057,7.161748,2.923984
p04,gentle,27,12.5,0.130122,0.016,0.123327,0.019,8.132607,7.707942
p04,gentle,27,12.5,0.5605,0.066,0.540193,0.044,8.492423,8.184746
p04,gentle,27,12.5,0.30025,0.057,0.419877,0.006,5.267545,7.366263
p04,gentle,27,12.5,0.090131,0.012,0.124714,0.017,7.5109,10.392794
p04,gentle,27,12.5,0.20525,0.03,0.113566,0.04,6.841675,3.785547
p04,gentle,27,12.5,0.095125,0.01,0.012116,0.041,9.512496,1.211639
p04,gentle,27,12.5,0.06,0.009,0.032369,0.031,6.66666,3.596552
p04,gentle,27,12.5,0.34025,0.045,0.443302,0.027,7.561111,9.851165
p04,gentle,27,12.5,0.300382,0.054,0.212307,0.047,5.562632,3.931602
p04,gentle,27,12.5,0.36025,0.039,0.28781,0.034,9.237179,7.379754
p04,gentle,27,12.5,0.32525,0.041,0.38151,0.032,7.93293,9.30512
p04,gentle,27,12.5,0.4855,0.062,0.24532,0.052,7.830647,3.956777
p04,gentle,27,12.5,0.425374,0.06,0.510511,0.052,7.089571,8.508514
p04,gentle,27,12.5,0.645625,0.087,0.676725,0.054,7.420978,7.778443
p04,gentle,27,12.5,0.31525,0.042,0.103004,0.036,7.505956,2.452468
p04,gentle,27,12.5,0.285256,0.048,0.429212,0.016,5.942841,8.941918
p04,gentle,27,12.5,0.325251,0.041,0.257481,0.047,7.932942,6.280016
p04,gentle,27,12.5,0.270253,0.048,0.255892,0.041,5.63028,5.331093
p04,gentle,27,12.5,0.400383,0.04,0.401838,0.025,10.009575,10.04596
p04,gentle,27,12.5,0.34525,0.038,0.104942,0.04,9.085517,2.761626
p04,gentle,27,12.5,0.460499,0.039,0.266496,0.033,11.807668,6.833228
p04,gentle,27,12.5,0.32525,0.05,0.447424,0.033,6.505003,8.948483
p04,gentle,28,16.5,0.380375,0.066,0.549911,0.063,5.763256,8.331991
p04,gentle,28,16.5,0.32025,0.061,0.226889,0.047,5.249997,3.719499
p04,gentle,28,16.5,0.405375,0.046,0.431245,0.004,8.812495,9.374893
p04,gentle,28,16.5,0.29025,0.065,0.301522,0.026,4.465386,4.638807
p04,gentle,28,16.5,0.425375,0.053,0.483867,0.002,8.025943,9.129565
p04,gentle,28,16.5,0.31025,0.05,0.215884,0.009,6.204991,4.317687
p04,gentle,28,16.5,0.335369,0.043,0.342264,0.014,7.799282,7.959621
p04,gentle,28,16.5,0.140125,0.028,0.264843,0.008,5.004457,9.458689
p04,gentle,28,16.5,0.080125,0.018,0.055639,0.002,4.451381,3.091081
p04,gentle,28,16.5,0.300375,0.034,0.15738,-0.028,8.834558,4.628838
p04,gentle,28,16.5,0.190125,0.035,0.369849,-0.022,5.432149,10.567117
p04,gentle,28,16.5,0.325375,0.065,0.243588,0.03,5.005767,3.747507
p04,gentle,28,16.5,0.195125,0.032,0.313013,-0.007,6.097652,9.781655
p04,gentle,28,16.5,0.470375,0.069,0.349876,0.034,6.81703,5.070667
p04,gentle,28,16.5,0.320375,0.037,0.31118,0.034,8.658789,8.410276
p04,gentle,28,16.5,0.205125,0.038,0.334397,0.018,5.398029,8.799917
p04,gentle,28,16.5,0.375375,0.056,0.528385,0.043,6.703121,9.435442
p04,gentle,28,16.5,0.059992,0.011,0.025136,0.057,5.453825,2.285134
p04,gentle,28,16.5,0.150125,0.021,0.128416,-0.054,7.148811,6.11507
p04,gentle,28,16.5,0.320385,0.056,0.494917,0.03,5.72116,8.837804
p04,gentle,28,16.5,0.745636,0.104,0.712715,0.024,7.169574,6.853027
p04,gentle,28,16.5,0.38025,0.056,0.189287,0.016,6.790182,3.38012
p04,gentle,28,16.5,0.30525,0.049,0.486565,0.03,6.229595,9.929907
p04,gentle,29,25.0,0.36025,0.095,0.667108,0.068,3.792105,7.022192
p04,gentle,29,25.0,0.09,0.031,0.265478,0.009,2.903238,8.563798
p04,gentle,29,25.0,0.240249,0.023,0.240973,0.02,10.445616,10.47707
p04,gentle,29,25.0,0.290251,0.103,0.63889,0.037,2.817966,6.202813
p04,gentle,29,25.0,0.190132,0.029,0.155447,-0.006,6.556281,5.360247
p04,gentle,29,25.0,0.350385,0.077,0.570501,0.057,4.550454,7.409098
p04,gentle,29,25.0,0.350249,0.077,0.668673,0.091,4.548689,8.684069
p04,gentle,29,25.0,0.340359,0.087,0.523397,0.047,3.912172,6.016056
p04,gentle,29,25.0,0.400374,0.073,0.306139,0.034,5.484574,4.193683
p04,gentle,29,25.0,0.160125,0.047,0.130713,0.035,3.40692,2.78113
p04,gentle,29,25.0,0.24025,0.06,0.57507,0.066,4.004169,9.584504
p04,gentle,29,25.0,0.210121,0.046,0.11979,0.04,4.567846,2.604137
p04,gentle,29,25.0,0.370375,0.089,0.601195,0.047,4.161519,6.755004
p04,gentle,30,50.0,0.28025,0.144,0.90042,0.104,1.946181,6.252919
p04,gentle,30,50.0,0.35525,0.117,0.762214,0.124,3.036326,6.51465
p04,sharp,31,10.0,0.82575,0.04,0.36972,0.036,20.643747,9.243009
p04,sharp,31,10.0,1.011011,0.049,1.279741,-0.002,20.632875,26.117173
p04,sharp,31,10.0,0.925875,0.059,0.178252,0.011,15.6928,3.021214
p04,sharp,31,10.0,0.29025,0.017,0.064924,0.013,17.073533,3.819046
p04,sharp,31,10.0,1.111,0.044,0.845077,0.03,25.250001,19.206292
p04,sharp,31,10.0,2.647499,0.121,1.08596,0.047,21.880156,8.974873
p04,sharp,31,10.0,0.160126,0.004,0.039012,-0.018,40.031493,9.753094
p04,sharp,31,10.0,0.815749,0.049,1.313441,0.03,16.647942,26.804922
p04,sharp,31,10.0,0.715625,0.027,0.247091,-0.005,26.504623,9.15153
p04,sharp,31,10.0,0.4705,0.035,0.055983,0.0,13.442857,1.599511
p04,sharp,31,10.0,0.245249,0.016,0.032798,0.008,15.32805,2.049877
p04,sharp,31,10.0,0.465375,0.034,0.298626,0.019,13.687498,8.783131
p04,sharp,31,10.0,1.191125,0.064,1.40786,0.028,18.611331,21.997811
p04,sharp,31,10.0,0.665625,0.033,1.024576,-0.023,20.17045,31.047758
p04,sharp,31,10.0,0.740745,0.051,0.439259,-0.004,14.524413,8.612918
p04,sharp,31,10.0,0.250243,0.015,0.007498,-0.01,16.682863,0.499874
