participant,type_label,trial_id,width_mm,dur_s,dist_m,dphi_rad,lead_post,inv_speed,kappa_density
p07,sharp,33,16.5,0.90587,0.032,0.547475,0.009,28.308436,17.108595
p07,sharp,33,16.5,0.545515,0.025,0.797897,0.0,21.820602,31.9159
p07,sharp,33,16.5,0.325364,0.013,0.152058,0.012,25.02799,11.696759
p07,sharp,33,16.5,0.125125,0.007,0.047322,0.009,17.87499,6.760291
p07,sharp,33,16.5,0.120125,0.004,0.018699,-0.002,30.031204,4.674789
p07,sharp,33,16.5,0.305369,0.016,0.04432,-0.003,19.085556,2.770019
p07,sharp,33,16.5,0.095,0.005,0.005167,0.022,18.999958,1.033321
p07,sharp,33,16.5,1.711498,0.071,0.51028,0.018,24.105606,7.187046
p07,sharp,33,16.5,1.251551,0.058,1.268741,0.035,21.578468,21.874846
p07,sharp,33,16.5,0.165125,0.011,0.044474,0.035,15.011354,4.043069
p07,sharp,33,16.5,1.191121,0.055,0.120681,0.02,21.656747,2.194197
p07,sharp,33,16.5,0.24025,0.009,0.081685,-0.002,26.694457,9.076058
p07,sharp,33,16.5,0.610624,0.036,0.937629,-0.013,16.96178,26.045254
p07,sharp,33,16.5,2.297124,0.05,0.67321,0.004,45.942478,13.464205
p07,sharp,33,16.5,0.280253,0.016,0.009991,0.012,17.515808,0.624431
p07,sharp,33,16.5,1.746612,0.09,1.445882,0.018,19.406801,16.065355
p07,sharp,33,16.5,0.725625,0.049,0.41885,0.0,14.808669,8.547969
p07,sharp,34,25.0,0.430375,0.015,0.16636,0.008,28.691689,11.090692
p07,sharp,34,25.0,0.83075,0.035,1.032325,0.008,23.735714,29.494992
p07,sharp,34,25.0,0.395249,0.033,0.426221,-0.006,11.977246,12.915796
p07,sharp,34,25.0,0.690625,0.067,0.162688,-0.012,10.307835,2.428173
p07,sharp,34,25.0,1.726629,0.144,1.806539,0.061,11.990478,12.545407
p07,sharp,34,25.0,0.4855,0.039,0.494469,-0.005,12.448714,12.6787
p07,sharp,34,25.0,0.870749,0.071,1.250097,0.032,12.264074,17.607
p07,sharp,34,25.0,0.435375,0.048,0.086985,0.003,9.070317,1.812194
p07,sharp,34,25.0,0.440371,0.032,0.428511,-0.002,13.761595,13.390962
p07,sharp,34,25.0,0.145114,0.029,0.923131,-0.002,5.003921,31.832087
p07,sharp,34,25.0,0.355374,0.04,0.279741,-0.013,8.884352,6.993528
p07,sharp,34,25.0,0.310375,0.024,0.435053,0.008,12.932291,18.12722
p07,sharp,34,25.0,0.415375,0.039,0.6337,0.019,10.650641,16.248707
p07,sharp,34,25.0,0.505491,0.062,0.135273,-0.003,8.153077,2.181828
p07,sharp,34,25.0,0.440375,0.022,0.207343,0.0,20.017039,9.424704
p07,sharp,34,25.0,1.176131,0.147,1.746287,0.059,8.000893,11.879505
p07,sharp,34,25.0,0.105112,0.007,0.131474,-0.011,15.016011,18.781973
p07,sharp,34,25.0,0.15525,0.017,0.557911,-0.017,9.132357,32.818321
p07,sharp,34,25.0,0.735625,0.104,0.869238,0.046,7.073318,8.358055
p07,sharp,34,25.0,0.315375,0.043,0.782728,0.0,7.334304,18.202976
p07,sharp,34,25.0,0.365249,0.059,0.807966,0.019,6.190664,13.694331
p07,sharp,34,25.0,0.990997,0.108,1.677623,0.03,9.175899,15.533548
p07,sharp,34,25.0,0.25025,0.019,0.021876,-0.03,13.171058,1.15138
p07,sharp,34,25.0,0.440375,0.066,1.128914,0.004,6.672346,17.104757
p07,sharp,34,25.0,0.815749,0.097,0.651227,0.032,8.409783,6.713678
p07,sharp,34,25.0,0.160125,0.013,0.113968,-0.013,12.317309,8.766786
p07,sharp,34,25.0,0.440369,0.042,1.159019,-0.017,10.484974,27.59569
p07,sharp,34,25.0,0.315245,0.036,0.415245,0.021,8.756797,11.534583
p07,sharp,34,25.0,0.585486,0.058,0.118636,0.011,10.094585,2.045443
p07,sharp,34,25.0,0.064999,0.005,0.030597,-0.009,12.999773,6.119451
p07,sharp,35,50.0,0.5055,0.092,1.695617,0.064,5.494569,18.430621
p07,sharp,35,50.0,0.25025,0.059,0.177118,0.042,4.241527,3.001995
p07,sharp,35,50.0,0.320375,0.101,1.399587,0.04,3.172029,13.857298
p07,sharp,35,50.0,0.26525,0.074,1.38412,-0.025,3.584459,18.704324
p07,sharp,35,50.0,0.22025,0.069,0.382712,0.041,3.192027,5.546549
p07,sharp,35,50.0,0.21025,0.071,1.079496,-0.031,2.961266,15.204165
p07,sharp,35,50.0,0.34525,0.066,0.557237,0.026,5.231059,8.442979
p07,sharp,35,50.0,0.370375,0.121,1.399623,0.039,3.06095,11.567132
p07,sharp,35,50.0,0.415375,0.108,1.692423,0.075,3.846065,15.670581
p07,sharp,35,50.0,0.31525,0.082,1.325377,-0.025,3.844511,16.163138
p07,sharp,35,50.0,0.24025,0.101,0.523212,0.033,2.378712,5.180321
p07,sharp,35,50.0,0.17525,0.043,1.223485,0.004,4.075577,28.453136
p07,sharp,35,50.0,0.400375,0.055,0.308427,0.03,7.279543,5.60776
p07,sharp,35,50.0,0.390375,0.115,0.832591,0.02,3.394568,7.239921
p07,sharp,35,50.0,0.415375,0.14,1.669781,0.008,2.966964,11.927007
p07,sharp,35,50.0,0.260237,0.045,1.177093,-0.053,5.783039,26.157622
p07,sharp,35,50.0,0.33025,0.138,1.457041,0.037,2.393116,10.558267
p07,sharp,35,50.0,0.25025,0.059,0.583363,0.02,4.241527,9.887517
p08,corner,6,10.0,0.340375,0.077,0.0,0.115,4.420454,0.0
p08,corner,6,10.0,0.160125,0.023,0.0,-0.005,6.961957,0.0
p08,corner,6,10.0,1.561499,0.094,1.570796,0.033,16.611693,16.710599
p08,corner,6,10.0,0.650623,0.041,0.0,0.024,15.868856,0.0
p08,corner,6,10.0,0.500491,0.033,1.570796,-0.009,15.166398,47.599889
p08,corner,6,10.0,0.35037,0.054,0.0,0.019,6.488332,0.0
p08,corner,6,10.0,0.22025,0.037,0.0,0.013,5.952706,0.0
p08,corner,6,10.0,0.440369,0.024,1.570796,0.015,18.348714,65.449847
p08,corner,6,10.0,0.620624,0.039,0.0,0.029,15.913438,0.0
p08,corner,6,10.0,0.440383,0.023,0.0,0.006,19.147085,0.0
p08,corner,6,10.0,0.840866,0.054,1.570796,0.035,15.57159,29.088821
p08,corner,6,10.0,0.36025,0.074,0.0,0.023,4.868246,0.0
p08,corner,6,10.0,0.22025,0.036,0.0,-0.004,6.118059,0.0
p08,corner,6,10.0,0.390375,0.055,0.0,0.014,7.097725,0.0
p08,corner,6,10.0,1.241137,0.095,1.570796,0.047,13.0646,16.534698
p08,corner,6,10.0,0.200125,0.019,0.0,-0.013,10.532894,0.0
p08,corner,6,10.0,0.21026,0.02,0.0,-0.011,10.513008,0.0
p08,corner,6,10.0,0.440378,0.041,1.570796,-0.002,10.740926,38.312106
p08,corner,6,10.0,0.120125,0.025,0.0,-0.024,4.805002,0.0
p08,corner,6,10.0,0.19025,0.044,0.0,-0.005,4.323867,0.0
p08,corner,6,10.0,0.18025,0.027,0.0,0.005,6.675932,0.0
p08,corner,6,10.0,0.570499,0.077,0.0,0.031,7.409077,0.0
p08,corner,6,10.0,0.310246,0.034,0.0,0.018,9.124882,0.0
p08,corner,6,10.0,0.80075,0.077,1.570796,0.035,10.399351,20.399952
p08,corner,6,10.0,0.19024,0.019,0.0,-0.014,10.012627,0.0
p08,corner,6,10.0,0.150125,0.013,0.0,0.004,11.548097,0.0
p08,corner,6,10.0,0.76074,0.059,1.570796,0.033,12.893895,26.623667
p08,corner,6,10.0,0.24025,0.057,0.0,0.012,4.21491,0.0
p08,corner,6,10.0,0.23025,0.024,0.0,0.007,9.593755,0.0
p08,corner,7,12.5,0.39026,0.09,0.0,0.113,4.336225,0.0
p08,corner,7,12.5,0.610509,0.08,1.570796,0.063,7.631364,19.634954
p08,corner,7,12.5,0.690624,0.081,1.570796,0.077,8.526222,19.392547
p08,corner,7,12.5,0.210249,0.046,0.0,0.0,4.570629,0.0
p08,corner,7,12.5,0.200237,0.058,0.0,0.052,3.452363,0.0
p08,corner,7,12.5,0.600508,0.027,1.570796,0.024,22.241036,58.177642
p08,corner,7,12.5,0.740609,0.085,0.0,0.027,8.713046,0.0
p08,corner,7,12.5,0.24013,0.04,1.570796,0.032,6.003249,39.269908
p08,corner,7,12.5,0.250125,0.083,0.0,0.016,3.013551,0.0
p08,corner,7,12.5,0.20025,0.047,1.570796,0.021,4.260636,33.421198
p08,corner,7,12.5,0.39038,0.054,0.0,0.011,7.229262,0.0
p08,corner,7,12.5,0.460375,0.056,1.570796,0.043,8.220979,28.049934
p08,corner,7,12.5,0.140125,0.042,0.0,-0.011,3.33631,0.0
p08,corner,7,12.5,0.180125,0.055,0.0,-0.001,3.274996,0.0
p08,corner,7,12.5,0.380375,0.063,0.0,0.038,6.037701,0.0
p08,corner,7,12.5,0.29025,0.058,1.308997,0.026,5.004311,22.568913
p08,corner,7,12.5,0.21025,0.054,0.0,0.03,3.893517,0.0
p08,corner,8,16.5,0.310371,0.067,1.570796,0.033,4.632405,23.444721
p08,corner,8,16.5,0.31025,0.006,0.0,-0.004,51.708341,0.0
p08,corner,8,16.5,1.191124,0.107,1.570796,-0.001,11.132002,14.68034
p08,corner,8,16.5,0.23025,0.059,0.0,0.002,3.90254,0.0
p08,corner,8,16.5,0.260124,0.058,0.0,0.063,4.484892,0.0
p08,corner,8,16.5,0.860735,0.052,1.570796,0.033,16.55259,30.207622
p08,corner,8,16.5,0.210124,0.03,0.0,0.031,7.004142,0.0
p08,corner,8,16.5,0.310238,0.081,0.0,0.082,3.8301,0.0
p08,corner,8,16.5,1.141125,0.07,1.570796,0.018,16.301789,22.439948
p08,corner,8,16.5,0.26025,0.036,0.0,0.005,7.229169,0.0
p08,corner,8,16.5,0.400374,0.066,1.570796,0.023,6.066275,23.799944
p08,corner,8,16.5,0.32025,0.08,0.0,0.046,4.003128,0.0
p08,corner,9,25.0,0.330375,0.101,1.570796,0.089,3.271039,15.552439
p08,corner,9,25.0,0.280249,0.05,0.0,0.03,5.604978,0.0
p08,corner,9,25.0,0.310379,0.117,0.0,0.115,2.652812,0.0
p08,corner,9,25.0,0.340256,0.08,1.570796,0.015,4.253203,19.634954
p08,corner,9,25.0,0.640485,0.16,1.570796,0.09,4.00303,9.817477
p08,corner,9,25.0,0.180125,0.064,0.0,-0.003,2.814457,0.0
p08,corner,10,50.0,0.270251,0.075,0.0,0.073,3.603347,0.0
p08,corner,10,50.0,0.160124,0.058,1.570796,0.026,2.76076,27.082695
p08,corner,10,50.0,0.420375,0.14,1.570796,0.068,3.002679,11.219974
p08,corner,10,50.0,0.270248,0.106,1.570796,0.05,2.549509,14.818833
p08,corner,10,50.0,0.22025,0.106,1.570796,0.058,2.077829,14.818833
p08,corner,10,50.0,0.080125,0.027,0.0,0.061,2.967605,0.0
p08,corner,10,50.0,0.150125,0.06,1.570796,0.035,2.502084,26.179939
p08,corner,10,50.0,0.5105,0.198,3.141593,0.104,2.578281,15.86663
p08,corner,10,50.0,0.230235,0.112,0.0,0.072,2.055673,0.0
p08,straight,11,10.0,0.220241,0.147,0.0,0.026,1.49824,0.0
p08,straight,11,10.0,0.230262,0.126,0.0,0.021,1.827477,0.0
p08,straight,11,10.0,0.130125,0.086,0.0,-0.024,1.513082,0.0
p08,straight,11,10.0,0.170261,0.096,0.0,-0.014,1.773551,0.0
p08,straight,11,10.0,0.180125,0.075,0.0,0.009,2.40167,0.0
p08,straight,11,10.0,0.190125,0.184,0.0,0.007,1.033288,0.0
p08,straight,12,12.5,0.440375,0.195,0.0,0.098,2.258334,0.0
p08,straight,12,12.5,0.200244,0.109,0.0,0.029,1.8371,0.0
p08,straight,12,12.5,0.200119,0.067,0.0,0.056,2.986851,0.0
p08,straight,12,12.5,0.24025,0.147,0.0,0.04,1.634354,0.0
p08,straight,12,12.5,0.23025,0.088,0.0,0.015,2.616479,0.0
p08,straight,12,12.5,0.20025,0.064,0.0,0.049,3.128909,0.0
p08,straight,12,12.5,0.37025,0.168,0.0,0.05,2.203869,0.0
p08,straight,12,12.5,0.240124,0.105,0.0,0.014,2.286897,0.0
p08,straight,13,16.5,0.110125,0.056,0.0,0.081,1.966519,0.0
p08,straight,14,25.0,0.31025,0.288,0.0,0.147,1.077256,0.0
p08,straight,14,25.0,0.27025,0.203,0.0,0.045,1.33128,0.0
p08,straight,15,50.0,0.31025,0.37,0.0,0.277,0.838514,0.0
p08,straight,15,50.0,0.250118,0.068,0.0,0.038,3.678206,0.0
p08,straight,15,50.0,0.170137,0.093,0.0,-0.004,1.829429,0.0
p08,straight,15,50.0,0.200247,0.126,0.0,-0.06,1.589264,0.0
p08,straight,15,50.0,0.150125,0.045,0.0,-0.045,3.336112,0.0
p08,gentle,26,10.0,0.640625,0.052,0.515902,0.017,12.319716,9.921187
p08,gentle,26,10.0,0.610622,0.042,0.126167,0.031,14.538629,3.003986
p08,gentle,26,10.0,0.430375,0.036,0.260653,0.011,11.954857,7.24036
p08,gentle,26,10.0,0.590625,0.06,0.456692,0.033,9.843751,7.611529
p08,gentle,26,10.0,0.4905,0.074,0.659091,0.029,6.628381,8.90663
p08,gentle,26,10.0,0.500367,0.06,0.564424,0.023,8.339449,9.407071
p08,gentle,26,10.0,0.760633,0.08,0.369382,0.022,9.507912,4.617274
p08,gentle,26,10.0,0.5905,0.063,0.523135,0.043,9.373014,8.303726
p08,gentle,26,10.0,0.250256,0.033,0.349191,0.001,7.583517,10.581547
p08,gentle,26,10.0,0.4705,0.049,0.16017,0.023,9.602036,3.26878
p08,gentle,26,10.0,0.540495,0.039,0.30805,0.026,13.858844,7.898729
p08,gentle,26,10.0,0.510499,0.062,0.416948,0.04,8.233855,6.724973
p08,gentle,27,12.5,0.610621,0.108,0.769809,0.053,5.653896,7.127859
p08,gentle,27,12.5,0.5605,0.083,0.619141,0.051,6.753011,7.459533
p08,gentle,27,12.5,0.330364,0.073,0.633755,0.025,4.525534,8.681574
p08,gentle,27,12.5,0.280245,0.034,0.065838,0.004,8.242502,1.936421
p08,gentle,27,12.5,0.440375,0.079,0.681919,0.052,5.574368,8.631884
p08,gentle,27,12.5,0.5605,0.068,0.35874,0.047,8.242649,5.275585
p08,gentle,27,12.5,0.400256,0.076,0.420255,0.046,5.266528,5.529665
p08,gentle,27,12.5,0.33025,0.05,0.448344,0.058,6.605,8.966874
p08,gentle,27,12.5,0.350375,0.049,0.142319,0.034,7.150514,2.904471
p08,gentle,27,12.5,0.370375,0.066,0.612505,0.043,5.611741,9.280373
p08,gentle,27,12.5,0.470371,0.058,0.191126,0.027,8.109853,3.295269
p08,gentle,27,12.5,0.210113,0.036,0.354039,0.02,5.836474,9.834406
p08,gentle,28,16.5,0.260245,0.081,0.629011,0.06,3.212905,7.76557
p08,gentle,28,16.5,0.330375,0.077,0.622709,0.047,4.290584,8.087126
p08,gentle,28,16.5,0.370377,0.085,0.43132,0.055,4.357377,5.074354
p08,gentle,28,16.5,0.290255,0.057,0.315402,0.019,5.09219,5.533368
p08,gentle,28,16.5,0.340375,0.079,0.679617,0.04,4.308541,8.602745
p08,gentle,28,16.5,0.550499,0.081,0.672955,0.027,6.796286,8.308082
p08,gentle,28,16.5,0.410375,0.07,0.310892,0.031,5.862498,4.441314
p08,gentle,28,16.5,0.23025,0.032,0.316535,0.013,7.195301,9.891707
p08,gentle,28,16.5,0.4405,0.062,0.22001,0.046,7.104839,3.548552
p08,gentle,28,16.5,0.30025,0.05,0.501177,0.003,6.004996,10.02354
p08,gentle,28,16.5,0.340375,0.064,0.232968,0.031,5.318359,3.640132
p08,gentle,28,16.5,0.24025,0.049,0.486565,0.039,4.903063,9.929907
p08,gentle,28,16.5,0.370374,0.064,0.399699,0.017,5.787093,6.245293
p08,gentle,28,16.5,0.32025,0.048,0.359574,0.032,6.671881,7.491133
p08,gentle,28,16.5,0.35025,0.093,0.49375,0.056,3.766129,5.309144
p08,gentle,28,16.5,0.340375,0.061,0.529722,0.021,5.579921,8.68397
p08,gentle,29,25.0,0.470494,0.095,0.609086,0.057,4.952564,6.411433
p08,gentle,29,25.0,0.410376,0.049,0.168423,0.042,8.375022,3.437203
p08,gentle,29,25.0,0.440507,0.094,0.738547,0.056,4.686244,7.856888
p08,gentle,29,25.0,0.350376,0.062,0.481393,0.002,5.651228,7.764398
p08,gentle,29,25.0,0.26025,0.039,0.136772,0.009,6.673073,3.506979
p08,gentle,29,25.0,0.310376,0.073,0.563411,0.071,4.251725,7.717965
p08,gentle,29,25.0,0.200126,0.048,0.296543,0.084,4.169295,6.177977
p08,gentle,29,25.0,0.320243,0.072,0.399119,0.135,4.447821,5.543314
p08,gentle,29,25.0,0.370379,0.085,0.670675,0.068,4.3574,7.890292
p08,gentle,29,25.0,0.400376,0.102,0.740957,0.052,3.925256,7.264283
p08,gentle,30,50.0,0.290253,0.134,0.912848,0.093,2.166068,6.812296
p08,gentle,30,50.0,0.330383,0.14,0.80188,0.105,2.359879,5.727714
p08,gentle,30,50.0,0.210125,0.144,1.022916,0.057,1.459201,7.103582
p08,gentle,30,50.0,0.31025,0.247,1.627934,0.136,1.256072,6.590826
p08,gentle,30,50.0,0.24025,0.112,0.7677,0.026,2.145088,6.854467
p08,sharp,31,10.0,0.490374,0.031,0.075307,0.043,15.818511,2.42926
p08,sharp,31,10.0,0.29025,0.02,0.181786,0.005,14.512503,9.089279
p08,sharp,31,10.0,0.31025,0.014,0.28376,0.0,22.160717,20.268553
p08,sharp,31,10.0,0.5105,0.039,1.083776,0.031,13.089749,27.789117
p08,sharp,31,10.0,0.270249,0.022,0.159197,0.005,12.284051,7.236226
p08,sharp,31,10.0,0.870874,0.036,0.054451,0.003,24.190949,1.512523
p08,sharp,31,10.0,0.420375,0.029,0.115073,0.02,14.495693,3.968027
p08,sharp,31,10.0,1.211124,0.09,1.700068,0.049,13.456933,18.889641
p08,sharp,31,10.0,0.620625,0.025,0.042578,0.004,24.82501,1.703136
p08,sharp,31,10.0,0.390375,0.026,0.143645,0.014,15.014428,5.52481
p08,sharp,31,10.0,0.560499,0.029,0.598245,0.005,19.32755,20.629155
p08,sharp,31,10.0,0.850749,0.062,1.049115,0.014,13.721758,16.921203
p08,sharp,31,10.0,0.390375,0.041,0.056302,0.067,9.521345,1.373217
p08,sharp,31,10.0,0.21025,0.016,0.092184,0.004,13.140619,5.761514
p08,sharp,31,10.0,1.421374,0.114,1.730103,0.052,12.468194,15.176339
p08,sharp,31,10.0,0.460379,0.016,0.016045,0.039,28.77368,1.002821
p08,sharp,31,10.0,0.470506,0.017,0.06029,0.067,27.676821,3.546496
p08,sharp,31,10.0,0.29025,0.037,0.060254,0.014,7.84459,1.628499
p08,sharp,31,10.0,0.34038,0.021,0.160602,0.02,16.208569,7.6477
p08,sharp,31,10.0,0.440363,0.023,0.485074,0.028,19.146214,21.090163
p08,sharp,31,10.0,0.60049,0.027,0.65242,0.001,22.240365,24.163716
p08,sharp,31,10.0,1.000999,0.069,0.958851,0.007,14.507232,13.896384
p08,sharp,31,10.0,0.500509,0.035,0.048906,-0.007,14.300251,1.397323
p08,sharp,31,10.0,0.31025,0.016,0.092184,0.001,19.390613,5.761514
p08,sharp,32,12.5,0.550508,0.071,1.464011,0.022,7.753634,20.61988
p08,sharp,32,12.5,0.34025,0.039,0.303554,0.007,8.724365,7.783447
p08,sharp,32,12.5,0.4605,0.046,0.088884,0.035,10.01087,1.932255
p08,sharp,32,12.5,0.30025,0.047,0.925084,0.034,6.388299,19.682646
p08,sharp,32,12.5,0.660625,0.052,0.829052,0.036,12.704322,15.943302
p08,sharp,32,12.5,1.121,0.059,1.337074,0.011,19.000001,22.66227
p08,sharp,32,12.5,0.520511,0.039,0.389837,0.005,13.34644,9.995812
p08,sharp,32,12.5,0.650625,0.028,0.029996,0.002,23.236607,1.071302
p08,sharp,32,12.5,0.5405,0.028,0.107542,0.03,19.303569,3.840796
p08,sharp,32,12.5,0.29025,0.015,0.155536,0.005,19.349988,10.369082
p08,sharp,32,12.5,0.69075,0.035,1.02744,0.046,19.735711,29.355423
p08,sharp,32,12.5,0.5705,0.036,0.279844,0.022,15.847213,7.773451
p08,sharp,32,12.5,0.740748,0.046,1.274849,0.019,16.103221,27.714116
p08,sharp,32,12.5,0.470368,0.037,0.220878,0.007,12.712653,5.969672
p08,sharp,32,12.5,0.380363,0.037,0.059643,0.005,10.280081,1.611967
p08,sharp,32,12.5,0.180125,0.014,0.092443,-0.011,12.866071,6.603091
p08,sharp,32,12.5,0.4705,0.029,0.613592,0.047,16.224146,21.158354
p08,sharp,32,12.5,0.5155,0.021,0.663431,0.045,24.547622,31.591955
p08,sharp,32,12.5,0.540499,0.035,0.31369,0.035,15.442835,8.962561
p08,sharp,33,16.5,0.5005,0.042,0.537163,0.066,11.916666,12.789585
p08,sharp,33,16.5,0.400375,0.047,0.075999,0.059,8.518625,1.617009
p08,sharp,33,16.5,0.480383,0.051,0.880248,0.09,9.419273,17.259766
p08,sharp,33,16.5,0.350251,0.047,0.808968,0.058,7.452148,17.212079
p08,sharp,33,16.5,0.330372,0.055,0.104036,0.03,6.006765,1.891561
p08,sharp,33,16.5,0.720625,0.076,1.552503,0.112,9.481907,20.427675
p08,sharp,33,16.5,0.26025,0.053,0.243864,0.053,4.910375,4.601201
p08,sharp,33,16.5,0.75075,0.101,1.613573,0.092,7.433169,15.975974
p08,sharp,33,16.5,0.450375,0.036,1.094186,0.003,12.510419,30.394052
p08,sharp,33,16.5,0.380376,0.064,0.327483,0.02,5.943373,5.116923
p08,sharp,33,16.5,0.24025,0.034,0.20097,0.017,7.06618,5.910872
p08,sharp,33,16.5,0.690624,0.075,1.561533,0.066,9.20832,20.820436
p08,sharp,33,16.5,0.650624,0.071,0.198038,0.019,9.163715,2.789272
p08,sharp,33,16.5,0.590624,0.068,1.55195,0.066,8.685641,22.822798
p08,sharp,33,16.5,0.350259,0.062,0.163706,0.021,5.649336,2.640418
p08,sharp,33,16.5,0.340256,0.042,0.496332,0.017,8.101333,11.817424
p08,sharp,33,16.5,0.650625,0.051,1.347216,0.01,12.757353,26.415992
p08,sharp,33,16.5,0.500495,0.056,0.275615,0.011,8.937414,4.921697
p08,sharp,33,16.5,0.170125,0.023,0.056363,-0.013,7.396739,2.450558
p08,sharp,33,16.5,0.850875,0.069,1.501932,0.052,12.33152,21.767128
p08,sharp,33,16.5,0.33025,0.057,0.281487,0.024,5.79386,4.938371
p08,sharp,33,16.5,0.320362,0.038,0.158379,0.006,8.430581,4.167872
p08,sharp,33,16.5,0.24025,0.027,0.041267,0.007,8.898143,1.528397
p08,sharp,34,25.0,0.380375,0.058,0.360691,0.065,6.558188,6.218806
p08,sharp,34,25.0,0.410375,0.055,1.301198,0.032,7.461361,23.658152
p08,sharp,34,25.0,0.280249,0.044,0.085151,0.016,6.369298,1.935248
p08,sharp,34,25.0,0.34025,0.05,0.467578,0.078,6.804996,9.351559
p08,sharp,34,25.0,0.260124,0.03,0.960833,0.054,8.670799,32.027762
p08,sharp,34,25.0,0.050001,0.005,0.102585,0.22,10.000181,20.517039
p08,sharp,34,25.0,0.390375,0.065,0.303101,0.09,6.005775,4.663088
p08,sharp,34,25.0,0.38025,0.058,1.338348,0.002,6.556034,23.074965
p08,sharp,34,25.0,0.31025,0.05,0.09622,0.004,6.205001,1.924402
p08,sharp,34,25.0,0.170127,0.026,0.162741,0.025,6.543334,6.259259
p08,sharp,34,25.0,0.360246,0.067,1.542552,0.02,5.376805,23.023169
p08,sharp,34,25.0,0.4205,0.045,0.11723,0.022,9.344445,2.605107
p08,sharp,34,25.0,0.370365,0.05,0.445928,0.03,7.407303,8.918562
p08,sharp,35,50.0,0.260251,0.055,1.32723,0.018,4.731833,24.131458
p08,sharp,35,50.0,0.33025,0.111,0.657932,0.068,2.975225,5.927311
p08,sharp,35,50.0,0.340374,0.089,1.314361,0.053,3.82443,14.768099
p08,sharp,35,50.0,0.33525,0.063,0.731879,0.063,5.321427,11.617125
p08,sharp,35,50.0,0.270251,0.087,0.751568,0.063,3.106334,8.638717
p08,sharp,35,50.0,0.050131,0.008,0.158709,0.1,6.266326,19.838654
p08,sharp,35,50.0,0.090125,0.017,0.575691,0.049,5.301476,33.864156
p08,sharp,35,50.0,0.07,0.004,0.133488,0.034,17.499983,33.372029
p08,sharp,35,50.0,0.290243,0.063,0.61676,0.028,4.607034,9.789843
p08,sharp,35,50.0,0.400365,0.129,1.841353,0.094,3.103606,14.274053
p08,sharp,35,50.0,0.330376,0.091,1.624691,0.083,3.63051,17.853746
p08,sharp,35,50.0,0.220256,0.077,0.224448,0.036,2.860469,2.914913
p08,sharp,35,50.0,0.32025,0.101,1.699764,0.072,3.170792,16.829343
p08,sharp,35,50.0,0.27025,0.096,1.548171,0.117,2.815105,16.126785
p08,sharp,35,50.0,0.310376,0.097,1.361178,0.088,3.199752,14.032767
p08,sharp,35,50.0,0.29025,0.102,1.742641,0.108,2.845587,17.084712
p08,sharp,35,50.0,0.230251,0.115,1.172036,0.094,2.002183,10.19162
p08,sharp,35,50.0,0.280376,0.086,0.368166,0.058,3.260186,4.281
p08,sharp,35,50.0,0.270246,0.081,1.649607,0.094,3.336371,20.365524
p10,corner,6,10.0,0.620499,0.029,0.0,0.038,21.396514,0.0
p10,corner,6,10.0,0.150125,0.01,1.570796,0.035,15.012503,157.079633
p10,corner,6,10.0,2.352114,0.13,1.570796,0.004,18.093186,12.083049
p10,corner,6,10.0,0.27025,0.038,0.0,0.003,7.111844,0.0
p10,corner,6,10.0,0.71075,0.036,0.0,0.031,19.743058,0.0
p10,corner,6,10.0,0.660625,0.029,0.0,0.072,22.780164,0.0
p10,corner,6,10.0,0.140125,0.005,0.0,0.026,28.02496,0.0
p10,corner,6,10.0,0.220256,0.004,0.0,0.035,55.064023,0.0
p10,corner,6,10.0,0.150125,0.003,0.0,0.036,50.041596,0.0
p10,corner,6,10.0,0.930875,0.056,1.570796,0.031,16.622765,28.049934
p10,corner,6,10.0,0.440375,0.053,0.0,0.044,8.308964,0.0
p10,corner,6,10.0,0.140115,0.023,0.0,0.006,6.091958,0.0
p10,corner,6,10.0,0.330375,0.041,0.0,0.039,8.057926,0.0
p10,corner,6,10.0,1.131,0.049,1.570796,0.023,23.081634,32.057068
p10,corner,6,10.0,0.580499,0.019,0.0,-0.015,30.552575,0.0
p10,corner,6,10.0,1.836745,0.085,1.570796,0.005,21.608762,18.479957
p10,corner,6,10.0,0.610625,0.054,0.0,-0.003,11.307875,0.0
p10,corner,6,10.0,0.33025,0.029,0.0,0.016,11.387924,0.0
p10,corner,6,10.0,1.391375,0.054,1.570796,0.043,25.7662,29.088821
p10,corner,6,10.0,0.910874,0.027,0.0,0.101,33.73607,0.0
p10,corner,6,10.0,0.920874,0.038,0.0,0.068,24.233523,0.0
p10,corner,6,10.0,0.230255,0.003,0.0,0.032,76.751788,0.0
p10,corner,6,10.0,0.09,0.008,1.570796,0.034,11.249989,196.349541
p10,corner,6,10.0,0.4705,0.011,0.0,0.026,42.772727,0.0
p10,corner,6,10.0,0.170125,0.009,0.0,0.022,18.902752,0.0
p10,corner,6,10.0,1.571499,0.089,0.0,0.031,17.657293,0.0
p10,corner,6,10.0,0.6105,0.07,0.0,0.022,8.72143,0.0
p10,corner,6,10.0,0.380375,0.013,0.0,0.032,29.259627,0.0
p10,corner,6,10.0,1.140999,0.044,1.570796,0.017,25.931797,35.699917
p10,corner,6,10.0,0.900875,0.039,0.0,-0.004,23.099367,0.0
p10,corner,6,10.0,1.28125,0.045,1.570796,-0.012,28.472222,34.906585
p10,corner,6,10.0,0.120125,0.003,0.0,0.005,40.041685,0.0
p10,corner,6,10.0,0.6055,0.065,0.0,0.004,9.315384,0.0
